YearStart,YearEnd,LocationDesc,Datasource,Topic,Question,Data_Value_Unit,Data_Value_Type,Stratification1,StratificationCategory2,Stratification2,LocationID,TopicID,QuestionID,StratificationID1,StratificationID2,target
2019,2022,Mississippi,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,50-64 years,Sex,Male,28,TCC03,Q41,5064,MALE,1
2022,2022,Virginia,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,Overall,,,51,TCC03,Q41,AGE_OVERALL,OVERALL,0
2019,2022,South Carolina,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,50-64 years,Sex,Male,45,TCC02,Q31,5064,MALE,1
2022,2022,Rhode Island,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,Overall,Race/Ethnicity,"White, non-Hispanic",44,TCC04,Q42,AGE_OVERALL,WHT,1
2016,2016,Montana,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,Overall,Sex,Female,30,TCC01,Q30,AGE_OVERALL,FEMALE,0
2015,2015,New York,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,65 years or older,Sex,Male,36,TCC04,Q42,65PLUS,MALE,1
2017,2017,Northeast,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,Overall,,,9001,TCC02,Q31,AGE_OVERALL,OVERALL,1
2017,2017,West,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,Overall,Race/Ethnicity,"White, non-Hispanic",9004,TCC03,Q41,AGE_OVERALL,WHT,0
2022,2022,Idaho,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,50-64 years,Sex,Female,16,TCC01,Q30,5064,FEMALE,0
2015,2015,Midwest,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,9002,TCC01,Q30,5064,NAA,0
2019,2022,Ohio,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,50-64 years,Race/Ethnicity,"White, non-Hispanic",39,TCC03,Q41,5064,WHT,1
2019,2022,South Carolina,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,50-64 years,Sex,Male,45,TCC01,Q30,5064,MALE,0
2019,2022,Washington,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,50-64 years,Sex,Male,53,TCC01,Q30,5064,MALE,0
2021,2021,Wisconsin,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,65 years or older,Sex,Female,55,TCC02,Q31,65PLUS,FEMALE,1
2016,2016,Missouri,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,Overall,Race/Ethnicity,"White, non-Hispanic",29,TCC03,Q41,AGE_OVERALL,WHT,1
2019,2022,Alaska,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,65 years or older,,,2,TCC04,Q42,65PLUS,OVERALL,1
2015,2015,North Dakota,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,50-64 years,Race/Ethnicity,"White, non-Hispanic",38,TCC04,Q42,5064,WHT,1
2019,2022,Virginia,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,Overall,Race/Ethnicity,"White, non-Hispanic",51,TCC04,Q42,AGE_OVERALL,WHT,1
2021,2021,West,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,65 years or older,Sex,Female,9004,TCC04,Q42,65PLUS,FEMALE,1
2022,2022,Connecticut,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,50-64 years,Sex,Female,9,TCC02,Q31,5064,FEMALE,1
2019,2022,Ohio,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,65 years or older,Sex,Male,39,TCC01,Q30,65PLUS,MALE,0
2022,2022,South,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,Overall,Sex,Female,9003,TCC03,Q41,AGE_OVERALL,FEMALE,1
2020,2020,Wyoming,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,50-64 years,Sex,Female,56,TCC01,Q30,5064,FEMALE,0
2020,2020,New Hampshire,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,65 years or older,Race/Ethnicity,"White, non-Hispanic",33,TCC03,Q41,65PLUS,WHT,0
2020,2020,Washington,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,65 years or older,Race/Ethnicity,"White, non-Hispanic",53,TCC02,Q31,65PLUS,WHT,0
2020,2020,Utah,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,Overall,Race/Ethnicity,"White, non-Hispanic",49,TCC04,Q42,AGE_OVERALL,WHT,1
2018,2018,New Jersey,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,65 years or older,Sex,Male,34,TCC01,Q30,65PLUS,MALE,0
2020,2020,Idaho,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,65 years or older,Sex,Female,16,TCC02,Q31,65PLUS,FEMALE,0
2022,2022,Midwest,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,Overall,Race/Ethnicity,"Black, non-Hispanic",9002,TCC02,Q31,AGE_OVERALL,BLK,1
2022,2022,Midwest,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,65 years or older,Race/Ethnicity,"White, non-Hispanic",9002,TCC02,Q31,65PLUS,WHT,0
2021,2021,West,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,50-64 years,Race/Ethnicity,Asian/Pacific Islander,9004,TCC03,Q41,5064,ASN,1
2016,2016,Vermont,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,65 years or older,,,50,TCC04,Q42,65PLUS,OVERALL,1
2015,2015,Hawaii,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,65 years or older,Race/Ethnicity,"White, non-Hispanic",15,TCC01,Q30,65PLUS,WHT,0
2019,2019,"United States, DC & Territories",BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,50-64 years,Race/Ethnicity,"Black, non-Hispanic",59,TCC04,Q42,5064,BLK,1
2015,2015,South Dakota,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,Overall,Race/Ethnicity,Native Am/Alaskan Native,46,TCC01,Q30,AGE_OVERALL,NAA,0
2019,2022,California,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,65 years or older,Sex,Male,6,TCC01,Q30,65PLUS,MALE,0
2015,2015,Mississippi,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,50-64 years,Sex,Male,28,TCC02,Q31,5064,MALE,1
2022,2022,Indiana,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,65 years or older,Sex,Female,18,TCC02,Q31,65PLUS,FEMALE,1
2019,2022,Vermont,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,50-64 years,,,50,TCC03,Q41,5064,OVERALL,0
2016,2016,New Jersey,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,50-64 years,Race/Ethnicity,"Black, non-Hispanic",34,TCC01,Q30,5064,BLK,0
2019,2022,Iowa,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,Overall,Sex,Female,19,TCC02,Q31,AGE_OVERALL,FEMALE,1
2015,2015,Rhode Island,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,Overall,Sex,Female,44,TCC01,Q30,AGE_OVERALL,FEMALE,0
2020,2020,Midwest,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,Overall,Race/Ethnicity,"Black, non-Hispanic",9002,TCC02,Q31,AGE_OVERALL,BLK,1
2020,2020,Vermont,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,Overall,Race/Ethnicity,"White, non-Hispanic",50,TCC02,Q31,AGE_OVERALL,WHT,0
2015,2015,Northeast,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,Overall,Sex,Female,9001,TCC03,Q41,AGE_OVERALL,FEMALE,1
2016,2016,North Carolina,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,Overall,Sex,Female,37,TCC02,Q31,AGE_OVERALL,FEMALE,1
2018,2018,Midwest,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,65 years or older,Race/Ethnicity,"White, non-Hispanic",9002,TCC04,Q42,65PLUS,WHT,1
2022,2022,"United States, DC & Territories",BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,Overall,Race/Ethnicity,"White, non-Hispanic",59,TCC03,Q41,AGE_OVERALL,WHT,0
2016,2016,Alaska,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,Overall,Race/Ethnicity,"White, non-Hispanic",2,TCC02,Q31,AGE_OVERALL,WHT,0
2019,2022,Virginia,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,50-64 years,Sex,Male,51,TCC03,Q41,5064,MALE,0
2022,2022,Idaho,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,Overall,Sex,Male,16,TCC03,Q41,AGE_OVERALL,MALE,0
2017,2017,South,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,65 years or older,Race/Ethnicity,Hispanic,9003,TCC01,Q30,65PLUS,HIS,0
2017,2017,Oregon,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,50-64 years,,,41,TCC01,Q30,5064,OVERALL,0
2017,2017,Oregon,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,65 years or older,Sex,Female,41,TCC01,Q30,65PLUS,FEMALE,0
2016,2016,Utah,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,Overall,Sex,Male,49,TCC01,Q30,AGE_OVERALL,MALE,0
2015,2015,Iowa,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,Overall,,,19,TCC04,Q42,AGE_OVERALL,OVERALL,1
2015,2015,South Carolina,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,Overall,,,45,TCC01,Q30,AGE_OVERALL,OVERALL,0
2016,2016,New Mexico,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,Overall,Sex,Female,35,TCC02,Q31,AGE_OVERALL,FEMALE,1
2015,2015,North Dakota,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,Overall,Race/Ethnicity,"White, non-Hispanic",38,TCC04,Q42,AGE_OVERALL,WHT,1
2015,2015,Texas,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,Overall,Sex,Male,48,TCC04,Q42,AGE_OVERALL,MALE,1
2015,2015,West,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,9004,TCC02,Q31,65PLUS,NAA,1
2021,2021,Oklahoma,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,65 years or older,,,40,TCC04,Q42,65PLUS,OVERALL,1
2020,2020,Ohio,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,Overall,Race/Ethnicity,"White, non-Hispanic",39,TCC02,Q31,AGE_OVERALL,WHT,0
2019,2022,Louisiana,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,65 years or older,Sex,Male,22,TCC03,Q41,65PLUS,MALE,1
2019,2022,Idaho,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,50-64 years,,,16,TCC01,Q30,5064,OVERALL,0
2020,2020,South,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,50-64 years,,,9003,TCC01,Q30,5064,OVERALL,0
2018,2018,Pennsylvania,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,50-64 years,Sex,Female,42,TCC03,Q41,5064,FEMALE,1
2020,2020,Arkansas,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,50-64 years,Race/Ethnicity,"White, non-Hispanic",5,TCC03,Q41,5064,WHT,1
2021,2021,Texas,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,65 years or older,,,48,TCC02,Q31,65PLUS,OVERALL,1
2016,2016,Maine,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,50-64 years,Sex,Female,23,TCC02,Q31,5064,FEMALE,1
2017,2017,Georgia,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,Overall,Race/Ethnicity,"White, non-Hispanic",13,TCC01,Q30,AGE_OVERALL,WHT,0
2019,2022,West Virginia,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,50-64 years,Race/Ethnicity,"White, non-Hispanic",54,TCC04,Q42,5064,WHT,1
2019,2022,Tennessee,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,Overall,Race/Ethnicity,"Black, non-Hispanic",47,TCC02,Q31,AGE_OVERALL,BLK,1
2019,2022,"United States, DC & Territories",BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,50-64 years,Race/Ethnicity,Asian/Pacific Islander,59,TCC01,Q30,5064,ASN,0
2019,2022,Midwest,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,Overall,Race/Ethnicity,Asian/Pacific Islander,9002,TCC04,Q42,AGE_OVERALL,ASN,0
2018,2018,New York,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,65 years or older,Race/Ethnicity,"White, non-Hispanic",36,TCC02,Q31,65PLUS,WHT,0
2015,2015,Rhode Island,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,65 years or older,Sex,Male,44,TCC04,Q42,65PLUS,MALE,1
2019,2022,Nevada,BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,50-64 years,Sex,Female,32,TCC02,Q31,5064,FEMALE,1
2019,2019,Connecticut,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,Overall,Race/Ethnicity,"Black, non-Hispanic",9,TCC01,Q30,AGE_OVERALL,BLK,0
2015,2015,Rhode Island,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,Overall,Race/Ethnicity,"White, non-Hispanic",44,TCC04,Q42,AGE_OVERALL,WHT,1
2021,2021,Georgia,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,65 years or older,Sex,Male,13,TCC03,Q41,65PLUS,MALE,0
2015,2015,Midwest,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,Overall,Sex,Male,9002,TCC01,Q30,AGE_OVERALL,MALE,0
2019,2019,Florida,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,65 years or older,Race/Ethnicity,"White, non-Hispanic",12,TCC03,Q41,65PLUS,WHT,0
2020,2020,"United States, DC & Territories",BRFSS,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,Percentage,Overall,Race/Ethnicity,Hispanic,59,TCC02,Q31,AGE_OVERALL,HIS,1
2018,2018,"United States, DC & Territories",BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,65 years or older,Race/Ethnicity,Asian/Pacific Islander,59,TCC03,Q41,65PLUS,ASN,1
2019,2019,Mississippi,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,Overall,Sex,Male,28,TCC04,Q42,AGE_OVERALL,MALE,1
2019,2022,Pennsylvania,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,50-64 years,Sex,Female,42,TCC01,Q30,5064,FEMALE,0
2021,2021,Midwest,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,Overall,Sex,Male,9002,TCC03,Q41,AGE_OVERALL,MALE,0
2016,2016,"United States, DC & Territories",BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,65 years or older,Race/Ethnicity,"Black, non-Hispanic",59,TCC04,Q42,65PLUS,BLK,0
2019,2019,Mississippi,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,Overall,Sex,Male,28,TCC01,Q30,AGE_OVERALL,MALE,0
2019,2019,Midwest,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,50-64 years,Race/Ethnicity,"Black, non-Hispanic",9002,TCC03,Q41,5064,BLK,1
2019,2022,Kansas,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,50-64 years,Sex,Female,20,TCC04,Q42,5064,FEMALE,1
2016,2016,Missouri,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,50-64 years,,,29,TCC01,Q30,5064,OVERALL,0
2015,2015,New York,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,50-64 years,Race/Ethnicity,"White, non-Hispanic",36,TCC04,Q42,5064,WHT,1
2021,2021,Pennsylvania,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,65 years or older,Sex,Female,42,TCC01,Q30,65PLUS,FEMALE,0
2019,2019,Louisiana,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,Overall,,,22,TCC04,Q42,AGE_OVERALL,OVERALL,1
2020,2020,California,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,65 years or older,,,6,TCC01,Q30,65PLUS,OVERALL,0
2019,2022,"United States, DC & Territories",BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,50-64 years,Sex,Male,59,TCC04,Q42,5064,MALE,1
2019,2019,Tennessee,BRFSS,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,Percentage,65 years or older,Race/Ethnicity,"White, non-Hispanic",47,TCC04,Q42,65PLUS,WHT,1
2016,2016,Vermont,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,65 years or older,Sex,Female,50,TCC03,Q41,65PLUS,FEMALE,0
2020,2020,Hawaii,BRFSS,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,Percentage,65 years or older,Sex,Female,15,TCC01,Q30,65PLUS,FEMALE,0
2017,2017,Maryland,BRFSS,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,Percentage,50-64 years,Race/Ethnicity,"White, non-Hispanic",24,TCC03,Q41,5064,WHT,0
